,Concentration,Survival_A,Survival_B,SAM,Stress_A,Stress_B,exp_name,path
0,1e-05,94.28498275839851,88.47726583176748,83.17671445082088,0.20720096821602418,0.26799049026615185,Temp_25,data/naeem_Esfenvalerate_2024.xlsx
1,1.0012672787167996e-05,94.2849817729086,88.47718995678294,83.17671268893028,0.20720098100297113,0.26799115651103717,Temp_25,data/naeem_Esfenvalerate_2024.xlsx
2,1.0025361634289452e-05,94.2849807860915,88.4771140207019,83.17671092466699,0.2072009938071373,0.26799182329008725,Temp_25,data/naeem_Esfenvalerate_2024.xlsx
3,1.0038066561716785e-05,94.28497979794527,88.47703802347539,83.17670915802753,0.20720100662854773,0.26799249060372704,Temp_25,data/naeem_Esfenvalerate_2024.xlsx
4,1.0050787589828267e-05,94.28497880846827,88.4769619650541,83.17670738900895,0.20720101946722402,0.26799315845238336,Temp_25,data/naeem_Esfenvalerate_2024.xlsx
5,1.0063524739027929e-05,94.28497781765874,88.4768858453889,83.17670561760816,0.2072010323231888,0.2679938268364824,Temp_25,data/naeem_Esfenvalerate_2024.xlsx
6,1.0076278029745685e-05,94.2849768255148,88.47680966443055,83.17670384382173,0.20720104519646665,0.26799449575645096,Temp_25,data/naeem_Esfenvalerate_2024.xlsx
7,1.0089047482437337e-05,94.2849758320346,88.47673342212977,83.17670206764637,0.2072010580870814,0.2679951652127158,Temp_25,data/naeem_Esfenvalerate_2024.xlsx
8,1.010183311758461e-05,94.28497483721654,88.47665711843715,83.17670028907926,0.2072010709950539,0.2679958352057056,Temp_25,data/naeem_Esfenvalerate_2024.xlsx
9,1.0114634955695165e-05,94.2849738410586,88.47658075330345,83.17669850811674,0.20720108392041034,0.2679965057358467,Temp_25,data/naeem_Esfenvalerate_2024.xlsx
10,1.0127453017302715e-05,94.28497284355906,88.47650432667913,83.17669672475574,0.20720109686317292,0.26799717680356894,Temp_25,data/naeem_Esfenvalerate_2024.xlsx
11,1.014028732296693e-05,94.28497184471611,88.4764278385149,83.1766949389931,0.20720110982336515,0.2679978484092991,Temp_25,data/naeem_Esfenvalerate_2024.xlsx
12,1.0153137893273559e-05,94.28497084452803,88.47635128876117,83.17669315082566,0.20720112280100944,0.267998520553467,Temp_25,data/naeem_Esfenvalerate_2024.xlsx
13,1.0166004748834435e-05,94.28496984299282,88.4762746773684,83.17669136024986,0.20720113579613175,0.2679991932365021,Temp_25,data/naeem_Esfenvalerate_2024.xlsx
14,1.0178887910287495e-05,94.28496884010885,88.47619800428701,83.17668956726277,0.20720114880875323,0.267999866458834,Temp_25,data/naeem_Esfenvalerate_2024.xlsx
15,1.0191787398296892e-05,94.28496783587421,88.47612126946754,83.17668777186103,0.20720116183889853,0.2680005402208913,Temp_25,data/naeem_Esfenvalerate_2024.xlsx
16,1.0204703233552898e-05,94.28496683028717,88.47604447286021,83.17668597404152,0.2072011748865901,0.26800121452310555,Temp_25,data/naeem_Esfenvalerate_2024.xlsx
17,1.0217635436772035e-05,94.28496582334573,88.47596761441542,83.17668417380067,0.207201187951854,0.2680018893659065,Temp_25,data/naeem_Esfenvalerate_2024.xlsx
18,1.0230584028697074e-05,94.28496481504826,88.47589069408342,83.17668237113554,0.2072012010347114,0.2680025647497252,Temp_25,data/naeem_Esfenvalerate_2024.xlsx
19,1.0243549030097071e-05,94.28496380539283,88.47581371181441,83.17668056604273,0.20720121413518697,0.2680032406749932,Temp_25,data/naeem_Esfenvalerate_2024.xlsx
20,1.0256530461767385e-05,94.28496279437753,88.47573666755862,83.17667875851878,0.20720122725330603,0.2680039171421419,Temp_25,data/naeem_Esfenvalerate_2024.xlsx
21,1.026952834452979e-05,94.28496178200079,88.47565956126627,83.17667694856088,0.20720124038908871,0.26800459415160266,Temp_25,data/naeem_Esfenvalerate_2024.xlsx
22,1.0282542699232383e-05,94.2849607682605,88.47558239288735,83.17667513616531,0.20720125354256214,0.2680052717038086,Temp_25,data/naeem_Esfenvalerate_2024.xlsx
23,1.0295573546749703e-05,94.28495975315501,88.47550516237196,83.17667332132905,0.2072012667137482,0.26800594979919246,Temp_25,data/naeem_Esfenvalerate_2024.xlsx
24,1.0308620907982742e-05,94.28495873668238,88.47542786967024,83.17667150404871,0.20720127990267162,0.268006628438186,Temp_25,data/naeem_Esfenvalerate_2024.xlsx
25,1.0321684803858984e-05,94.28495771884079,88.47535051473217,83.17666968432098,0.2072012931093562,0.2680073076212229,Temp_25,data/naeem_Esfenvalerate_2024.xlsx
26,1.0334765255332407e-05,94.2849566996284,88.47527309750764,83.17666786214258,0.20720130633382586,0.268007987348737,Temp_25,data/naeem_Esfenvalerate_2024.xlsx
27,1.034786228338361e-05,94.28495567904332,88.47519561794654,83.17666603751015,0.2072013195761049,0.2680086676211629,Temp_25,data/naeem_Esfenvalerate_2024.xlsx
28,1.0360975909019714e-05,94.2849546570838,88.47511807599882,83.17666421042055,0.20720133283621625,0.2680093484389339,Temp_25,data/naeem_Esfenvalerate_2024.xlsx
29,1.0374106153274489e-05,94.28495363374796,88.47504047161436,83.17666238087043,0.20720134611418436,0.26801002980248445,Temp_25,data/naeem_Esfenvalerate_2024.xlsx
30,1.0387253037208353e-05,94.28495260903395,88.4749628047428,83.17666054885645,0.20720135941003304,0.2680107117122508,Temp_25,data/naeem_Esfenvalerate_2024.xlsx
31,1.0400416581908397e-05,94.28495158293985,88.47488507533407,83.17665871437524,0.20720137272378703,0.2680113941686669,Temp_25,data/naeem_Esfenvalerate_2024.xlsx
