conc,no stress,food,organism,chemical,hormesis_concentration
0,72.5333333333333,80.9333333333333,Amphipod,Copper,20
3,86.3146666666667,78.1006666666667,,,
10,79.0613333333333,71.7878666666667,,,
20,87.7653333333333,83.3613333333333,,,
50,54.3274666666667,58.1910666666667,,,
100,49.3952,39.4145333333333,,,
250,0,0,,,
