Concentration,Survival_A,Survival_B,SAM,EA,CA,LC_SAM_Concentration,LC_SAM_Survival,Stress_A,Stress_B
0.01,99.99488778629944,95.79367265203103,94.336447875699,95.79510249927486,95.79099324244022,0.9357149428988182,86.22,0.020778001660082344,0.1857534379020447
0.011233240329780276,99.99419986626742,95.7927476853882,94.27138376425684,95.7944434718842,95.78988244938306,21.527482869575337,47.9,0.021623858313992054,
0.012618568830660204,99.9934193803003,95.79168750877669,94.20317900219649,95.79369576632767,95.78863465750895,,,0.022504569188353682,
0.014174741629268055,99.99253387376697,95.79047235956601,94.13166236329475,95.79284745106875,95.78723296861276,,,0.02342160608379913,
0.015922827933410922,99.9915292165575,95.78907958723482,94.05665181316323,95.79188498946208,95.7856583997646,,,0.024376505985446245,
0.01788649529057435,99.99038937776665,95.78748323157606,93.9779537248374,95.79079302390045,95.78388962601184,,,0.025370874206983206,
0.02009233002565047,99.98909617009855,95.78565353936061,93.89536203085166,95.7895541309544,95.78190269130202,,,0.02640638770910244,
0.022570197196339202,99.98762895993329,95.78355641050287,93.80865730653466,95.78814854361609,95.77967068368704,,,0.027484798600583324,
0.025353644939701114,99.9859643384469,95.78115276347137,93.71760577830506,95.78655383623213,95.77716337039234,,,0.02860793783704952,
0.02848035868435802,99.98407574856758,95.77839780820594,93.6219582506691,95.78474456712773,95.7743467877811,,,0.029777719127618587,
0.03199267137797385,99.98193306184798,95.7752402131053,93.52144894464521,95.78269187325036,95.77118278061988,,,0.030996143065633724,
0.03593813663804628,99.97950209855225,95.77162115071555,93.41579424012833,95.78036301041304,95.76762848436755,,,0.03226530149563503,
0.040370172585965536,99.97674408335375,95.7674732045353,93.30469131353777,95.77772083185289,95.76363574341596,,,0.03358738213589835,
0.04534878508128582,99.97361502804097,95.762719116831,93.18781666189972,95.77472319686325,95.759150457336,,,0.03496467347055954,
0.0509413801481638,99.97006503147581,95.75727035448072,93.06482450326253,95.77132230015383,95.75411184618814,,,0.036399569932334244,
0.05722367659350217,99.96603748576648,95.75102546658212,92.93534504286863,95.76746391136429,95.74845162483797,,,0.03789457739382494,
0.06428073117284319,99.96146817614999,95.74386820382949,92.79898259332747,95.76308651275168,95.74209307496226,,,0.039452318990227914,
0.07220809018385464,99.9562842604371,95.73566536541978,92.65531353627256,95.75812032149874,95.73495000200778,,,0.04107554129550905,
0.08111308307896872,99.95040311200954,95.72626433442699,92.50388411186569,95.75248618130513,95.72692556277615,,,0.04276712087703272,
0.09111627561154892,99.94373100826137,95.7154902571084,92.34420802143529,95.74609430591438,95.71791094749773,,,0.044530071255435566,
0.10235310218990264,99.93616164401419,95.70314281542339,92.17576382745729,95.7388428549656,95.7077838982416,,,0.046367550297940166,
0.11497569953977356,99.92757444677493,95.68899253503169,91.99799213390945,95.73061632001037,95.69640704321473,,,0.04828286807543379,
0.1291549665014884,99.91783266771023,95.67277656315618,91.81029252875972,95.7212836956664,95.68362602393589,,,0.05027949521653297,
0.14508287784959395,99.90678121885472,95.654193841806,91.6120202692218,95.71069640766282,95.66926738936561,,,0.05236107179308334,
0.16297508346206444,99.89424422329881,95.63289959190625,91.40248268910838,95.69868596592026,95.65313622781798,,,0.054531416774841066,
0.18307382802953678,99.88002224088565,95.60849901276039,91.18093530648164,95.68506130676845,95.63501350379701,,,0.056794538092961755,
0.20565123083486514,99.8638891272326,95.5805400889059,90.94657760865368,95.66960578388883,95.61465306277961,,,0.05915464335481443,
0.23101297000831592,99.84558847864272,95.54850538275038,90.69854849064731,95.65207376253973,95.59177826232727,,,0.061616151254731445,
0.25950242113997357,99.8248296096242,95.5118026763561,90.43592132230167,95.63218676601998,95.56607818271101,,,0.06418370372913461,
0.2915053062825176,99.80128300328056,95.4697543093731,90.15769861889086,95.60962911714277,95.53720336441546,,,0.06686217890491167,
0.32745491628777285,99.77457516767475,95.42158504247334,89.86280628972227,95.58404301063241,95.50476101340094,,,0.06965670489490262,
0.36783797718286326,99.74428282343919,95.36640825685896,89.55008743978244,95.55502294485474,95.46830960778325,,,0.07257267449436158,
0.41320124001153363,99.70992633931388,95.30321028077954,89.2182957003937,95.5221094330627,95.42735283160192,,,0.07561576083590342,
0.464158883361278,99.67096232299072,95.23083261393879,88.86608806692698,95.48478190542511,95.3813327525573,,,0.07879193406097813,
0.5214008287999684,99.62677526461017,95.14795180087154,88.49201722473808,95.44245070349655,95.32962215098684,,,0.08210747906725843,
0.5857020818056667,99.57666811956001,95.05305668581425,88.09452334915231,95.39444805853849,95.27151589695606,,,0.08556901439172289,
0.6579332246575679,99.5198517059766,94.94442276567001,87.6719253720095,95.34001793432559,95.20622126122146,,,0.0891835122877831,
0.739072203352578,99.45543278069603,94.82008334632704,87.22241171634256,95.27830460390679,95.13284703412772,,,0.09295832005285107,
0.8302175681319743,99.38240064560964,94.67779720347995,86.74403051295418,95.20833981849403,95.05039131445491,,,0.09690118265873232,
0.9326033468832199,99.2996121248274,94.51501245580957,86.23467932879785,95.12902841558466,94.95772781820644,,,0.10102026673049447,
1.0476157527896652,99.20577474224947,94.32882638064787,85.69209445798893,95.039132203075,94.85359054582446,,,0.10532418591045531,
1.1768119524349978,99.09942791983914,94.11594094636143,85.11383985328474,94.9372519472059,94.73655663610556,,,0.10982202763068274,
1.3219411484660286,98.97892201004147,93.87261390974538,84.49729581023274,94.82180728561973,94.60502722714372,,,0.11452338130024509,
1.484968262254465,98.84239497275566,93.59460544118362,83.8396475598095,94.69101438389991,94.45720614032179,,,0.11943836788950488,
