,right_borders,probs
376,0.075399995,9.1393395e-07
377,0.0756,8.70011e-07
378,0.0758,8.499861e-07
379,0.076,8.1241944e-07
380,0.0762,7.9524915e-07
381,0.0764,7.5159085e-07
382,0.0766,7.279419e-07
383,0.076799996,6.9945963e-07
384,0.077,6.7520114e-07
385,0.077199996,6.5870336e-07
386,0.0774,6.4516377e-07
387,0.077599995,7.89092e-07
388,0.0778,1.4825322e-05
389,0.078,0.0013432036
390,0.0782,0.0008599277
391,0.0784,0.00049986417
392,0.0786,0.00043434146
393,0.0788,0.00038218478
394,0.078999996,0.00027028585
395,0.0792,0.0002580751
396,0.079399996,0.00022863492
397,0.0796,0.00038662917
398,0.079799995,0.00016154889
399,0.08,6.5838496e-05
400,0.0802,0.0006102511
401,0.0804,0.0015554753
402,0.0806,0.0017729024
403,0.0808,0.0022118029
404,0.081,0.0020085871
405,0.081199996,0.0019647144
406,0.0814,0.0041822903
407,0.081599995,0.0002685743
408,0.0818,0.000438187
409,0.081999995,0.00032983514
410,0.0822,0.0019489266
411,0.0824,0.0024845458
412,0.0826,0.0007277613
413,0.0828,0.00024543758
414,0.083,8.2092745e-05
415,0.0832,6.889069e-05
416,0.083399996,5.6419394e-05
417,0.0836,0.0027376402
418,0.083799995,0.0016073334
419,0.084,0.0010478226
420,0.084199995,0.0005356213
421,0.0844,0.00043600152
422,0.0846,0.00031979085
423,0.0848,0.00030141065
424,0.085,0.0002527369
425,0.0852,0.00022944942
426,0.0854,0.00018559942
427,0.085599996,0.0001942021
428,0.0858,8.274825e-05
429,0.085999995,9.59035e-05
430,0.0862,7.966208e-05
431,0.086399995,4.6587953e-05
432,0.0866,2.9728224e-05
433,0.086799994,2.1740676e-05
434,0.087,1.7773844e-05
435,0.0872,1.1428862e-05
436,0.0874,9.4396255e-06
437,0.0876,8.732096e-06
438,0.087799996,8.332455e-06
439,0.088,7.797769e-06
440,0.088199995,7.690414e-06
441,0.0884,7.0577667e-06
442,0.088599995,6.563835e-06
443,0.0888,6.0668103e-06
444,0.088999994,6.0798657e-06
445,0.0892,5.923064e-06
446,0.0894,5.882538e-06
447,0.0896,5.998898e-06
448,0.0898,5.1415386e-06
449,0.089999996,6.3192024e-06
450,0.0902,5.049768e-06
451,0.090399995,5.1856314e-06
452,0.0906,5.15747e-06
453,0.090799995,4.963756e-06
454,0.091,4.9057207e-06
455,0.091199994,4.938391e-06
456,0.0914,4.783359e-06
457,0.0916,4.636358e-06
458,0.0918,4.385825e-06
459,0.092,4.3499554e-06
460,0.092199996,4.2456686e-06
461,0.0924,4.137284e-06
462,0.092599995,4.064663e-06
463,0.0928,4.077175e-06
464,0.092999995,3.9211723e-06
465,0.0932,3.7478403e-06
466,0.093399994,3.6081487e-06
467,0.0936,3.6594195e-06
468,0.0938,3.5878497e-06
469,0.094,3.4495426e-06
470,0.0942,3.4916393e-06
471,0.094399996,3.27814e-06
472,0.0946,3.804773e-06
473,0.094799995,3.2640678e-06
474,0.095,3.213123e-06
475,0.095199995,3.0997853e-06
476,0.0954,3.1535458e-06
477,0.095599994,3.0550236e-06
478,0.0958,3.19401e-06
479,0.096,2.9668847e-06
480,0.0962,3.1812936e-06
481,0.0964,2.9203636e-06
482,0.096599996,2.7772176e-06
483,0.0968,2.9456328e-06
484,0.096999995,2.7901963e-06
485,0.0972,2.7795968e-06
486,0.097399995,2.7960593e-06
487,0.0976,2.6778578e-06
488,0.097799994,2.952765e-06
489,0.098,2.5721881e-06
490,0.0982,2.7077629e-06
491,0.0984,2.5532447e-06
492,0.0986,2.5487802e-06
493,0.098799996,2.638135e-06
494,0.099,2.5417387e-06
495,0.099199995,2.3755342e-06
496,0.0994,2.7097958e-06
497,0.099599995,2.4442054e-06
498,0.0998,2.3145685e-06
499,0.099999994,3.4501772e-06
500,0.1002,4.5932928e-05
501,0.1004,0.00014118488
502,0.1006,0.00016213454
503,0.1008,0.00013101386
504,0.100999996,0.00011954693
505,0.1012,9.00361e-05
506,0.101399995,7.9448735e-05
507,0.1016,8.855104e-05
508,0.101799995,7.037881e-05
509,0.102,7.487222e-05
510,0.102199994,6.739602e-05
511,0.1024,7.494834e-05
512,0.1026,6.531583e-05
513,0.1028,6.462316e-05
514,0.103,5.4777112e-05
515,0.103199996,5.3771262e-05
516,0.1034,5.7375626e-05
517,0.103599995,5.085664e-05
518,0.1038,4.8414106e-05
519,0.103999995,4.583541e-05
520,0.1042,4.229899e-05
521,0.104399994,4.2136093e-05
522,0.1046,3.3219054e-05
523,0.1048,3.0943374e-05
524,0.105,3.0398895e-05
525,0.1052,2.8646982e-05
526,0.105399996,2.7431754e-05
527,0.1056,2.5345169e-05
528,0.105799995,2.5036612e-05
529,0.106,1.8964527e-05
530,0.106199995,2.6642718e-05
531,0.1064,1.8321833e-05
532,0.106599994,1.9370333e-05
533,0.1068,1.6096703e-05
534,0.107,1.652369e-05
535,0.1072,1.5771737e-05
536,0.1074,1.5319953e-05
537,0.107599996,1.4544968e-05
538,0.1078,1.2780093e-05
539,0.107999995,1.4664924e-05
540,0.1082,1.2148644e-05
541,0.108399995,1.0301762e-05
542,0.1086,1.2834958e-05
543,0.108799994,1.0449636e-05
544,0.109,1.0820932e-05
545,0.1092,9.7439215e-06
546,0.1094,9.484229e-06
547,0.1096,9.065347e-06
548,0.109799996,9.166732e-06
549,0.11,9.27285e-06
550,0.110199995,6.839278e-06
551,0.1104,9.398368e-06
552,0.110599995,7.328495e-06
553,0.1108,7.0996216e-06
554,0.110999994,7.900781e-06
555,0.1112,2.6287924e-05
556,0.1114,0.0010176363
557,0.1116,0.0006691068
558,0.1118,0.00046297986
559,0.111999996,0.0004700098
560,0.1122,0.00030822208
561,0.112399995,0.00030209814
562,0.1126,0.00025499816
563,0.112799995,0.00016084894
564,0.113,0.000106848354
565,0.113199994,6.5667344e-05
566,0.1134,0.00010839044
567,0.1136,5.0516726e-05
568,0.1138,3.5675894e-05
569,0.114,4.3125903e-05
570,0.114199996,6.0091297e-06
571,0.1144,5.843053e-05
572,0.114599995,4.6050078e-05
573,0.1148,0.005063249
574,0.114999995,0.0023342187
575,0.1152,0.00077371014
576,0.115399994,0.00034714973
577,0.1156,0.00032771105
578,0.1158,0.00021988276
579,0.116,0.00014808006
580,0.1162,4.2589014e-05
581,0.116399996,2.8877417e-05
582,0.1166,1.8034734e-05
583,0.116799995,8.689169e-06
584,0.117,7.959149e-06
585,0.117199995,8.533332e-06
586,0.1174,4.9900464e-06
587,0.117599994,4.4603375e-06
588,0.1178,4.6436776e-06
589,0.118,3.5630771e-06
590,0.1182,3.1643037e-06
591,0.1184,3.3665758e-06
592,0.118599996,2.8239563e-06
593,0.1188,2.6306654e-06
594,0.118999995,2.6946968e-06
595,0.1192,2.3749067e-06
596,0.119399995,2.174983e-06
597,0.1196,2.3386135e-06
598,0.119799994,2.0194245e-06
599,0.12,1.927002e-06
600,0.12019999,2.1243848e-06
601,0.1204,1.8498139e-06
602,0.1206,1.7644264e-06
603,0.120799996,2.0445368e-06
604,0.121,1.7958223e-06
605,0.121199995,1.6868499e-06
606,0.1214,1.7476079e-06
607,0.121599995,1.6542169e-06
608,0.1218,1.5871141e-06
609,0.121999994,1.5251529e-06
610,0.1222,1.4014364e-05
611,0.12239999,0.00016520209
612,0.1226,0.004489995
613,0.1228,0.0031935659
614,0.122999996,0.0018428958
615,0.1232,0.00023561063
616,0.123399995,0.00017634415
617,0.1236,7.252056e-05
618,0.123799995,5.0006223e-05
619,0.124,3.4321052e-05
620,0.124199994,2.8406721e-05
621,0.1244,1.9820385e-05
622,0.12459999,1.8844004e-05
623,0.1248,1.9091223e-05
624,0.125,1.2513072e-05
625,0.1252,1.0277828e-05
626,0.12539999,1.0191938e-05
627,0.1256,8.481961e-06
628,0.1258,7.64205e-06
629,0.126,7.3225356e-06
630,0.12619999,7.852406e-06
631,0.1264,6.639472e-06
632,0.1266,6.404798e-06
633,0.1268,6.2410327e-06
634,0.127,5.762601e-06
635,0.12719999,5.769618e-06
636,0.1274,4.6170894e-06
637,0.1276,5.447805e-06
638,0.1278,4.637402e-06
639,0.12799999,4.857032e-06
640,0.1282,3.9502456e-06
641,0.1284,4.6973273e-06
642,0.1286,4.1313624e-06
643,0.12879999,4.1844046e-06
644,0.129,3.3198387e-06
645,0.1292,5.1177685e-06
646,0.1294,3.7367695e-06
647,0.1296,3.2832088e-06
648,0.12979999,3.4636412e-06
649,0.13,3.4162767e-06
650,0.1302,3.3391254e-06
651,0.1304,3.022935e-06
652,0.13059999,1.5774956e-06
653,0.1308,1.1211922e-06
654,0.131,1.0406295e-06
655,0.1312,1.0902709e-06
656,0.1314,1.2835583e-06
657,0.13159999,1.0487244e-06
658,0.1318,1.0092843e-06
659,0.132,1.0906515e-06
660,0.1322,0.00025859976
661,0.13239999,0.008706013
662,0.1326,0.0017159145
663,0.1328,0.0029587315
664,0.133,0.003573726
665,0.13319999,0.0015148376
666,0.1334,0.0011456255
667,0.1336,0.0005484521
668,0.1338,0.00057173613
669,0.134,0.00043077793
670,0.13419999,0.00048097942
671,0.1344,0.0007800969
672,0.1346,0.00069131964
673,0.1348,0.0005071067
674,0.13499999,0.00045740893
675,0.1352,0.0004114616
676,0.1354,0.00034611401
677,0.1356,0.00033379043
678,0.1358,0.0001978722
679,0.13599999,0.0001823638
680,0.1362,0.000114865616
681,0.1364,0.00031757925
682,0.1366,0.0004400475
683,0.13679999,0.0005105052
684,0.137,0.00045542844
685,0.1372,0.00031606035
686,0.1374,9.905917e-05
687,0.13759999,9.055488e-05
688,0.1378,0.00011184525
689,0.138,7.498737e-05
690,0.1382,8.23322e-05
691,0.1384,7.786738e-05
692,0.13859999,5.8857117e-05
693,0.1388,4.9710707e-05
694,0.139,5.925533e-05
695,0.1392,4.8308946e-05
696,0.13939999,3.3502307e-05
697,0.1396,3.7425543e-05
698,0.1398,3.834024e-05
699,0.14,3.3341996e-05
700,0.14019999,3.0267953e-05
701,0.14039999,5.083e-05
702,0.1406,4.7766236e-05
703,0.1408,6.16254e-05
704,0.141,5.3639353e-05
705,0.14119999,4.9475108e-05
706,0.1414,2.1426848e-05
707,0.1416,1.774985e-05
708,0.1418,1.7136288e-05
709,0.14199999,1.3814813e-05
710,0.1422,5.920909e-07
711,0.1424,0.0010985913
712,0.1426,0.00072702736
713,0.1428,1.2923952e-05
714,0.14299999,1.0586378e-05
715,0.1432,1.0826808e-05
716,0.1434,1.1148722e-05
717,0.1436,1.0309914e-05
718,0.14379999,9.858361e-06
719,0.144,9.66631e-06
720,0.1442,5.428243e-06
721,0.1444,5.471834e-06
722,0.14459999,1.1665456e-05
723,0.14479999,6.450755e-06
724,0.145,6.8018635e-06
725,0.1452,6.3714433e-06
726,0.1454,6.5887143e-06
727,0.14559999,3.9709485e-06
728,0.1458,3.4388904e-06
729,0.146,3.4406355e-06
730,0.1462,3.4623272e-06
731,0.14639999,1.0175592e-05
732,0.1466,1.326971e-05
733,0.1468,1.1956385e-05
734,0.147,5.2597634e-06
735,0.1472,4.151212e-06
736,0.14739999,4.18805e-06
737,0.1476,4.225029e-06
738,0.1478,4.213537e-06
739,0.148,4.42172e-06
740,0.14819999,4.3212935e-06
741,0.1484,9.584114e-06
742,0.1486,9.537002e-06
743,0.1488,9.753354e-06
744,0.14899999,9.995519e-06
745,0.14919999,1.0912149e-05
746,0.1494,1.29600185e-05
747,0.1496,1.0821682e-05
748,0.1498,1.3145629e-05
749,0.14999999,9.055915e-06
750,0.1502,7.9797e-06
751,0.1504,1.6110509e-05
752,0.1506,0.0004162877
753,0.15079999,0.0011359712
754,0.151,0.0009834741
755,0.1512,0.00106024
756,0.1514,0.0006310853
757,0.1516,0.0004971038
758,0.15179999,0.0002946827
759,0.152,9.3071314e-05
760,0.1522,8.936973e-05
761,0.1524,8.0290665e-05
762,0.15259999,0.00017459711
763,0.1528,0.00023399622
764,0.153,0.00026004468
765,0.1532,0.00022097347
766,0.15339999,0.0002532145
767,0.15359999,0.00033086614
768,0.1538,0.00044729523
769,0.154,0.0005292379
770,0.1542,0.0005539707
771,0.15439999,0.00030136827
772,0.1546,7.790749e-06
773,0.1548,0.0017370834
774,0.155,0.002037578
775,0.15519999,0.0044771098
776,0.1554,0.0027588643
777,0.1556,2.9754246e-06
778,0.1558,5.5776314e-07
779,0.156,5.5677623e-07
780,0.15619999,5.5551817e-07
781,0.1564,6.031479e-07
782,0.1566,5.9401555e-07
783,0.1568,5.8016e-07
784,0.15699999,5.614691e-07
785,0.1572,5.422595e-07
786,0.1574,5.856445e-07
787,0.1576,5.892816e-07
788,0.15779999,5.594738e-07
789,0.15799999,5.6034787e-07
790,0.1582,5.402907e-07
791,0.1584,5.62914e-07
792,0.1586,5.98174e-07
793,0.15879999,5.7859467e-07
794,0.159,5.576334e-07
795,0.1592,6.365913e-07
796,0.1594,5.639876e-07
797,0.15959999,5.6692926e-07
798,0.1598,6.0488867e-07
799,0.16,5.7894795e-07
800,0.1602,5.489943e-07
801,0.1604,5.6418236e-07
802,0.16059999,5.689002e-07
803,0.1608,5.71336e-07
804,0.161,6.076988e-07
805,0.1612,5.752314e-07
806,0.16139999,5.674724e-07
807,0.1616,5.926439e-07
808,0.1618,6.476277e-07
809,0.162,5.8791926e-07
810,0.16219999,6.121695e-07
811,0.16239999,6.156548e-07
812,0.1626,6.0987884e-07
813,0.1628,6.216467e-07
814,0.163,6.3346164e-07
815,0.16319999,6.427496e-07
816,0.1634,6.311779e-07
817,0.1636,7.43615e-07
818,0.1638,6.690879e-07
819,0.16399999,6.816751e-07
820,0.1642,7.231199e-07
821,0.1644,7.1098896e-07
822,0.1646,6.868983e-07
823,0.1648,8.807165e-07
824,0.16499999,7.2342755e-07
825,0.1652,7.303074e-07
826,0.1654,7.231116e-07
827,0.1656,7.41294e-07
828,0.16579999,7.73089e-07
829,0.166,8.205823e-07
830,0.1662,8.1368415e-07
831,0.1664,7.8758166e-07
832,0.16659999,7.5215667e-07
833,0.16679999,8.0087136e-07
834,0.167,9.456687e-07
835,0.1672,7.907283e-07
836,0.1674,9.657358e-07
837,0.16759999,7.863036e-07
838,0.1678,8.3285136e-07
839,0.168,8.4545314e-07
840,0.1682,8.6059293e-07
841,0.16839999,8.6345545e-07
842,0.1686,8.7596953e-07
843,0.1688,8.5853947e-07
844,0.169,8.653721e-07
845,0.1692,8.748908e-07
846,0.16939999,8.082664e-07
847,0.1696,1.1500805e-06
848,0.1698,7.529209e-07
849,0.17,1.1385118e-06
850,0.17019999,8.692522e-07
851,0.1704,8.7984085e-07
852,0.1706,8.937305e-07
853,0.1708,9.0891433e-07
854,0.17099999,8.3280776e-07
855,0.17119999,8.3298164e-07
856,0.1714,1.0855025e-06
857,0.1716,8.8938566e-07
858,0.1718,8.8492857e-07
859,0.17199999,8.726111e-07
860,0.1722,8.8991095e-07
861,0.1724,9.406855e-07
862,0.1726,8.3889137e-07
863,0.17279999,1.0070844e-06
864,0.173,8.6996954e-07
865,0.1732,8.3425044e-07
866,0.1734,8.6966514e-07
867,0.17359999,8.5695655e-07
868,0.17379999,8.3527186e-07
869,0.174,8.261668e-07
870,0.1742,9.84941e-07
871,0.1744,7.673501e-07
872,0.17459999,8.422606e-07
873,0.1748,7.9047265e-07
874,0.175,9.79721e-07
875,0.1752,7.9169627e-07
876,0.17539999,7.9536363e-07
877,0.17559999,8.601647e-07
878,0.1758,8.047291e-07
879,0.176,8.068132e-07
880,0.1762,7.931383e-07
881,0.17639999,7.718617e-07
882,0.1766,7.671928e-07
883,0.1768,6.900775e-07
884,0.177,9.407789e-07
885,0.17719999,7.6501993e-07
886,0.1774,7.665302e-07
887,0.1776,6.8651326e-07
888,0.1778,9.366831e-07
889,0.17799999,7.025965e-07
890,0.17819999,7.1604e-07
891,0.1784,8.281184e-07
892,0.1786,7.249352e-07
893,0.1788,7.197411e-07
894,0.17899999,6.84674e-07
895,0.1792,6.6290164e-07
896,0.1794,6.958362e-07
897,0.1796,6.9570746e-07
898,0.17979999,7.155349e-07
899,0.17999999,7.51401e-07
900,0.1802,6.654296e-07
901,0.1804,5.853754e-07
902,0.1806,8.500518e-07
