right_borders,probs
0.0844,5.0064067e-05
0.0846,5.624358e-05
0.0848,7.209735e-05
0.085,6.597356e-05
0.0852,7.006939e-05
0.0854,6.1150946e-05
0.085599996,5.183136e-05
0.0858,6.60583e-05
0.085999995,0.00023490272
0.0862,0.00013449097
0.086399995,7.691561e-05
0.0866,7.7205674e-05
0.086799994,9.292971e-05
0.087,0.000116705465
0.0872,0.00017829
0.0874,0.00014477734
0.0876,0.00013794811
0.087799996,0.00014841786
0.088,9.422536e-05
0.088199995,8.523848e-05
0.0884,0.00013119233
0.088599995,0.00013910666
0.0888,0.00022676251
0.088999994,0.00013436905
0.0892,0.00010473388
0.0894,9.4256626e-05
0.0896,9.103296e-05
0.0898,0.0002565923
0.089999996,0.00017185653
0.0902,0.00013405662
0.090399995,0.00010455036
0.0906,0.00016026806
0.090799995,0.00012407696
0.091,0.00016380737
0.091199994,0.00016625745
0.0914,0.00013509722
0.0916,0.00014545186
0.0918,0.00028421916
0.092,0.00013004942
0.092199996,0.00011221881
0.0924,0.00018047843
0.092599995,0.0001731254
0.0928,0.00023145539
0.092999995,0.00015088556
0.0932,0.00014196533
0.093399994,0.00013499791
0.0936,0.00014134834
0.0938,0.00022987156
0.094,0.00016583686
0.0942,0.00014030695
0.094399996,0.00018091846
0.0946,0.00014013553
0.094799995,0.00010918492
0.095,7.716629e-05
0.095199995,0.0002222742
0.0954,0.00017321995
0.095599994,0.00013396863
0.0958,0.00010894424
0.096,7.968836e-05
0.0962,8.621712e-05
0.0964,9.0908594e-05
0.096599996,0.00013195361
0.0968,7.962136e-05
0.096999995,6.644377e-05
0.0972,7.893847e-05
0.097399995,7.721731e-05
0.0976,5.7281224e-05
0.097799994,4.238053e-05
0.098,5.4319786e-05
0.0982,6.139948e-05
0.0984,6.34075e-05
0.0986,5.0223698e-05
0.098799996,3.9333267e-05
0.099,3.6943704e-05
0.099199995,3.1902546e-05
0.0994,4.438414e-05
0.099599995,4.2634623e-05
0.0998,3.781143e-05
0.099999994,3.596144e-05
0.1002,6.2464176e-05
0.1004,0.00010334355
0.1006,0.00012439312
0.1008,0.00012234402
0.100999996,0.00062268943
0.1012,0.0003835759
0.101399995,0.00016111835
0.1016,0.00021334345
0.101799995,0.0001493455
0.102,0.00017366374
0.102199994,0.00012068468
0.1024,0.00023009165
0.1026,0.00031600634
0.1028,0.00026759098
0.103,0.00033845403
0.103199996,0.00014404728
0.1034,0.00011250116
0.103599995,0.00010504774
0.1038,0.00057123054
0.103999995,0.00055940007
0.1042,0.00028897318
0.104399994,0.00013886555
0.1046,0.00010670612
0.1048,0.000120003075
0.105,0.00022303323
0.1052,0.00014661321
0.105399996,0.00019168472
0.1056,0.00010890611
0.105799995,0.00016751428
0.106,0.00021422392
0.106199995,0.00012594019
0.1064,0.00013217425
0.106599994,6.771667e-05
0.1068,0.00012712601
0.107,0.00017655306
0.1072,0.00019711371
0.1074,0.00011426343
0.107599996,0.00010040975
0.1078,8.7867316e-05
0.107999995,8.404255e-05
0.1082,9.305662e-05
0.108399995,0.00011404798
0.1086,0.00017602851
0.108799994,0.000109311506
0.109,0.0001275788
0.1092,0.00010073999
0.1094,0.000102227656
0.1096,8.071394e-05
0.109799996,6.5011714e-05
0.11,0.00024179847
0.110199995,0.00017206284
0.1104,0.0002069143
0.110599995,0.00014604197
0.1108,9.006236e-05
0.110999994,0.00013445893
0.1112,0.0001629017
0.1114,0.00019301365
0.1116,0.00029860018
0.1118,0.00010366169
0.111999996,5.956907e-05
0.1122,3.8780858e-05
0.112399995,3.0917054e-05
0.1126,2.6023725e-05
0.112799995,2.2513475e-05
0.113,1.9805097e-05
0.113199994,2.2030428e-05
0.1134,2.0174424e-05
0.1136,1.7511155e-05
0.1138,1.6657154e-05
0.114,1.582544e-05
0.114199996,1.616579e-05
0.1144,1.4970771e-05
0.114599995,1.38933165e-05
0.1148,1.3974456e-05
0.114999995,1.3677752e-05
0.1152,1.3218402e-05
0.115399994,1.3890893e-05
0.1156,1.452702e-05
0.1158,1.4653961e-05
0.116,1.437098e-05
0.1162,1.427456e-05
0.116399996,1.4829469e-05
0.1166,1.601556e-05
0.116799995,1.5838228e-05
0.117,1.6831964e-05
0.117199995,1.6064449e-05
0.1174,1.4996508e-05
0.117599994,1.5578398e-05
0.1178,1.577794e-05
0.118,1.4812241e-05
0.1182,1.5110061e-05
0.1184,1.5043633e-05
0.118599996,1.5141956e-05
0.1188,1.5459256e-05
0.118999995,1.4897452e-05
0.1192,1.4423967e-05
0.119399995,1.3447321e-05
0.1196,1.3065388e-05
0.119799994,1.2882223e-05
0.12,1.37523975e-05
0.12019999,1.3777641e-05
0.1204,1.3496013e-05
0.1206,1.3046948e-05
0.120799996,1.2626964e-05
0.121,1.1955722e-05
0.121199995,1.17041e-05
0.1214,1.1278837e-05
0.121599995,1.154667e-05
0.1218,1.2001979e-05
0.121999994,1.1756723e-05
0.1222,1.1616086e-05
0.12239999,2.0831274e-05
0.1226,0.010052636
0.1228,0.0002860892
0.122999996,0.00011253422
0.1232,7.373547e-05
0.123399995,0.00016649714
0.1236,0.00015206056
0.123799995,9.398273e-05
0.124,6.2443214e-05
0.124199994,5.1551502e-05
0.1244,4.04096e-05
0.12459999,4.9181457e-05
0.1248,5.1617375e-05
0.125,4.2261065e-05
0.1252,6.211938e-05
0.12539999,7.0481845e-05
0.1256,5.3519674e-05
0.1258,4.6436435e-05
0.126,5.469629e-05
0.12619999,5.7099707e-05
0.1264,4.086286e-05
0.1266,4.1200434e-05
0.1268,4.3981407e-05
0.127,6.345626e-05
0.12719999,7.0446156e-05
0.1274,7.9512545e-05
0.1276,8.0820464e-05
0.1278,5.853334e-05
0.12799999,5.634333e-05
0.1282,5.9858532e-05
0.1284,6.2931394e-05
0.1286,7.7279634e-05
0.12879999,0.00018331863
0.129,0.00017755841
0.1292,0.00012225952
0.1294,0.00013806626
0.1296,0.00026643873
0.12979999,0.00040160667
0.13,0.0003252203
0.1302,0.00063494605
0.1304,0.014934838
0.13059999,3.5142652e-06
0.1308,1.9839472e-06
0.131,1.8607072e-06
0.1312,1.806103e-06
0.1314,1.7696958e-06
0.13159999,1.7398798e-06
0.1318,1.736586e-06
0.132,1.7316049e-06
0.1322,1.9527122e-06
0.13239999,2.448701e-06
0.1326,2.5762433e-06
0.1328,2.583553e-06
0.133,2.6056096e-06
0.13319999,2.5788634e-06
0.1334,2.5792226e-06
0.1336,2.623062e-06
0.1338,2.6132643e-06
0.134,2.5981878e-06
0.13419999,2.5770614e-06
0.1344,2.6225418e-06
0.1346,2.6521727e-06
0.1348,2.6457967e-06
0.13499999,2.6388918e-06
0.1352,2.6381094e-06
0.1354,2.6647276e-06
0.1356,2.6536502e-06
0.1358,2.6547032e-06
0.13599999,2.6399541e-06
0.1362,2.6467785e-06
0.1364,2.7377607e-06
0.1366,2.7531746e-06
0.13679999,2.7469616e-06
0.137,2.7402318e-06
0.1372,2.7397823e-06
0.1374,2.7253457e-06
0.13759999,2.7034557e-06
0.1378,2.7231163e-06
0.138,2.7667984e-06
0.1382,2.7731253e-06
0.1384,2.8265151e-06
0.13859999,2.8409952e-06
0.1388,2.8457948e-06
0.139,2.8437735e-06
0.1392,2.8344325e-06
0.13939999,2.8421252e-06
0.1396,2.8166749e-06
0.1398,2.8103773e-06
0.14,2.8463594e-06
0.14019999,2.911356e-06
0.14039999,2.9500375e-06
0.1406,2.9387859e-06
0.1408,2.982396e-06
0.141,2.9961366e-06
0.14119999,2.967699e-06
0.1414,2.963123e-06
0.1416,2.9761225e-06
0.1418,2.957652e-06
0.14199999,2.9187677e-06
0.1422,3.0022202e-06
0.1424,3.115498e-06
0.1426,3.1384363e-06
0.1428,3.1369402e-06
0.14299999,3.1291415e-06
0.1432,3.1278257e-06
0.1434,3.1282018e-06
0.1436,3.0974413e-06
0.14379999,3.090858e-06
0.144,3.0974118e-06
0.1442,3.201008e-06
0.1444,3.240427e-06
0.14459999,3.2900095e-06
0.14479999,3.3041686e-06
0.145,3.297536e-06
0.1452,3.3038473e-06
0.1454,3.2570304e-06
0.14559999,3.296888e-06
0.1458,3.2744933e-06
0.146,3.2926932e-06
0.1462,3.3398796e-06
0.14639999,3.4404873e-06
0.1466,3.4129287e-06
0.1468,3.401614e-06
0.147,3.4482327e-06
0.1472,3.508271e-06
0.14739999,3.4758875e-06
0.1476,3.4456127e-06
0.1478,3.4365685e-06
0.148,3.4100167e-06
0.14819999,3.4403688e-06
0.1484,3.6455137e-06
0.1486,3.6110089e-06
0.1488,3.5741166e-06
0.14899999,3.5624923e-06
0.14919999,3.5078228e-06
0.1494,3.5471921e-06
0.1496,3.6478195e-06
0.1498,3.5874725e-06
0.14999999,3.562295e-06
0.1502,3.55035e-06
0.1504,3.602465e-06
0.1506,3.7101759e-06
0.15079999,3.6998372e-06
0.151,3.6509098e-06
0.1512,3.6537733e-06
0.1514,3.6871422e-06
0.1516,3.6609651e-06
0.15179999,3.6469637e-06
0.152,3.6159163e-06
0.1522,3.6189035e-06
0.1524,3.6451452e-06
0.15259999,3.6976467e-06
0.1528,3.788396e-06
0.153,3.850294e-06
0.1532,3.755847e-06
0.15339999,3.6742704e-06
0.15359999,3.6584838e-06
0.1538,3.6293243e-06
0.154,3.6338893e-06
0.1542,3.614513e-06
0.15439999,3.6661918e-06
0.1546,3.7083753e-06
0.1548,3.7950751e-06
0.155,3.8092198e-06
0.15519999,3.802422e-06
0.1554,3.6804076e-06
0.1556,3.6228232e-06
0.1558,3.6393303e-06
0.156,3.6345891e-06
0.15619999,3.6936322e-06
0.1564,3.6195493e-06
0.1566,3.5620742e-06
0.1568,3.6363365e-06
0.15699999,3.7817974e-06
0.1572,3.7481827e-06
0.1574,3.660218e-06
0.1576,3.5958815e-06
0.15779999,3.606425e-06
0.15799999,3.6486058e-06
0.1582,3.6192146e-06
0.1584,3.592317e-06
0.1586,3.565466e-06
0.15879999,3.4693335e-06
0.159,3.4732395e-06
0.1592,3.5991511e-06
0.1594,3.6271651e-06
0.15959999,3.63242e-06
0.1598,3.6373876e-06
0.16,3.534664e-06
0.1602,3.4708623e-06
0.1604,3.443655e-06
0.16059999,3.418049e-06
0.1608,3.438237e-06
0.161,3.4267114e-06
0.1612,3.3823217e-06
0.16139999,3.4603227e-06
0.1616,3.4794991e-06
0.1618,3.476935e-06
0.162,3.419565e-06
0.16219999,3.420488e-06
0.16239999,3.345857e-06
0.1626,3.2998387e-06
0.1628,3.3132092e-06
0.163,3.303948e-06
0.16319999,3.2905746e-06
0.1634,3.2830233e-06
0.1636,3.334787e-06
0.1638,3.324299e-06
0.16399999,3.2604894e-06
0.1642,3.1909103e-06
0.1644,3.2242897e-06
0.1646,3.2391108e-06
0.1648,3.2339747e-06
0.16499999,3.1794098e-06
0.1652,3.1626228e-06
0.1654,3.1251484e-06
0.1656,3.073155e-06
0.16579999,3.0875758e-06
0.166,3.1532356e-06
0.1662,3.073759e-06
0.1664,2.9905384e-06
0.16659999,2.9714627e-06
0.16679999,2.9207417e-06
0.167,2.9068506e-06
0.1672,2.8908796e-06
0.1674,2.8520328e-06
0.16759999,2.7846536e-06
0.1678,2.7314184e-06
0.168,2.7314654e-06
0.1682,2.7561616e-06
0.16839999,2.7631888e-06
0.1686,2.6882406e-06
0.1688,2.6135708e-06
0.169,2.5864497e-06
0.1692,2.5830234e-06
0.16939999,2.5563386e-06
0.1696,2.531177e-06
0.1698,2.5387367e-06
0.17,2.476082e-06
0.17019999,2.4221906e-06
0.1704,2.4043177e-06
0.1706,2.4501935e-06
0.1708,2.4387357e-06
0.17099999,2.3772063e-06
0.17119999,2.3389323e-06
0.1714,2.2997033e-06
0.1716,2.2814913e-06
0.1718,2.265164e-06
0.17199999,2.244163e-06
0.1722,2.2296888e-06
0.1724,2.2039474e-06
0.1726,2.1877388e-06
0.17279999,2.1443402e-06
0.173,2.1520987e-06
0.1732,2.137425e-06
0.1734,2.1100022e-06
0.17359999,2.092754e-06
0.17379999,2.0695898e-06
0.174,2.0470534e-06
0.1742,2.0274265e-06
0.1744,2.000732e-06
0.17459999,1.9757715e-06
0.1748,1.9677234e-06
0.175,1.9431375e-06
0.1752,1.942126e-06
0.17539999,1.9530958e-06
0.17559999,1.9127476e-06
0.1758,1.8817108e-06
0.176,1.8692533e-06
0.1762,1.8620101e-06
0.17639999,1.8459841e-06
0.1766,1.8379791e-06
0.1768,1.80283e-06
0.177,1.7805471e-06
0.17719999,1.7671105e-06
0.1774,1.7578625e-06
0.1776,1.7360412e-06
0.1778,1.7503097e-06
0.17799999,1.7381136e-06
0.17819999,1.7152234e-06
0.1784,1.6910471e-06
0.1786,1.6678364e-06
0.1788,1.6583502e-06
0.17899999,1.6551902e-06
0.1792,1.6417066e-06
0.1794,1.6245745e-06
0.1796,1.6132714e-06
0.17979999,1.5980461e-06
0.17999999,1.5719105e-06
0.1802,1.5791965e-06
0.1804,1.5689825e-06
0.1806,1.5398745e-06
0.18079999,1.5367615e-06
0.181,1.5343774e-06
0.1812,1.5287452e-06
0.1814,1.5150803e-06
0.18159999,1.4813617e-06
0.1818,1.4642554e-06
0.182,1.458711e-06
0.1822,1.4519243e-06
0.18239999,1.4458873e-06
0.18259999,1.4434692e-06
0.1828,1.4468941e-06
0.183,1.4107982e-06
0.1832,1.3904299e-06
0.18339999,1.3849391e-06
0.1836,1.3812695e-06
0.1838,1.3777648e-06
0.184,1.3699768e-06
0.18419999,1.3516216e-06
0.18439999,1.3362505e-06
0.1846,1.3227992e-06
0.1848,1.3148602e-06
0.185,1.3061059e-06
0.18519999,1.3097193e-06
0.1854,1.2983292e-06
0.1856,1.281887e-06
0.1858,1.2704141e-06
0.18599999,3.237718e-06
0.1862,7.925313e-06
0.1864,1.422584e-05
0.1866,2.5008665e-05
0.18679999,4.4789707e-05
0.18699999,9.550531e-05
0.1872,0.00015989038
0.1874,0.00029564323
0.1876,0.00017181392
0.18779999,0.0048733875
0.188,0.0014466646
0.1882,0.00056088646
0.1884,0.00028293228
0.18859999,0.00047550278
0.18879999,0.0006736106
0.189,0.0018204674
0.1892,0.00020699552
0.1894,0.00011480197
0.18959999,9.51225e-05
0.1898,6.696509e-05
0.19,4.668412e-05
0.1902,3.9370007e-05
0.19039999,5.3443426e-05
0.1906,4.930374e-05
0.1908,9.6733536e-05
0.191,0.0017759794
0.19119999,0.0008654748
0.19139999,0.0006365266
0.1916,0.00059990835
0.1918,0.0010043106
0.192,0.00036286376
0.19219999,0.00010204059
0.1924,0.00010093241
0.1926,5.7995363e-05
0.1928,5.9312275e-05
0.19299999,0.00035943734
0.19319999,0.00032948423
0.1934,0.00013160291
0.1936,0.000104826715
0.1938,7.7785684e-05
0.19399999,5.8858506e-05
0.1942,2.7610142e-05
0.1944,2.498387e-05
0.1946,2.1944687e-05
0.19479999,2.0468826e-05
0.195,2.0175446e-05
0.1952,1.8402883e-05
0.1954,1.8814624e-05
0.19559999,2.4215684e-05
0.19579999,2.2317641e-05
0.196,1.7670423e-05
0.1962,1.50989845e-05
0.1964,1.3682761e-05
0.19659999,1.29653445e-05
0.1968,1.2761875e-05
0.197,1.2595141e-05
0.1972,1.1790285e-05
0.19739999,1.1111993e-05
0.19759999,1.0084332e-05
0.1978,9.3512235e-06
0.198,8.993019e-06
0.1982,8.951024e-06
0.19839999,9.376397e-06
0.1986,8.931726e-06
0.1988,8.437144e-06
0.199,8.378227e-06
0.19919999,8.055434e-06
0.1994,7.678409e-06
0.1996,7.490424e-06
0.1998,7.297027e-06
0.19999999,7.006142e-06
0.20019999,6.9688645e-06
0.2004,2.3753812e-05
0.2006,3.345575e-05
0.2008,4.1863863e-05
0.20099999,0.00015945607
0.2012,0.0001787668
0.2014,0.000330329
0.2016,0.0036516609
0.20179999,0.00037992565
0.20199999,0.00081544556
0.2022,0.00048134418
0.2024,0.0005349883
0.2026,0.00018093218
0.20279999,0.00010209253
0.203,5.303182e-05
0.2032,4.3655746e-05
0.2034,4.4871063e-05
0.20359999,4.6845522e-05
0.2038,0.0002000715
0.204,0.00038374017
0.2042,0.00018304837
0.20439999,0.00011738205
0.20459999,0.0002369277
0.2048,0.00012794505
0.205,6.9927075e-05
0.2052,6.402992e-05
0.20539999,5.4772714e-05
0.2056,4.8844115e-05
0.2058,3.9972114e-05
0.206,4.2326203e-05
0.20619999,4.6368466e-05
0.20639999,8.229034e-05
0.2066,0.00015806053
0.2068,0.000109392844
0.20699999,0.00010021039
0.20719999,6.327768e-05
0.2074,6.4504624e-05
0.2076,6.412556e-05
0.2078,7.880301e-05
0.20799999,8.3240586e-05
0.2082,6.74627e-05
0.2084,5.076026e-05
0.2086,4.6430414e-05
0.20879999,5.3558124e-05
0.20899999,5.2551324e-05
0.2092,9.606903e-05
0.2094,0.00018349616
