,Concentration,Survival_A,Survival_B,SAM,Stress_A,Stress_B,exp_name,path
0,0.0001,99.99996553905022,97.89864023391348,97.71339353269585,0.004318175571090223,0.013776503532009512,Temp_19 + Prochloraz_1,data/naemm_Clothianidin_2024_reference.xlsx
1,0.00010016132706854269,99.99996547868962,97.89863835006058,97.71328850416313,0.004320543138055033,0.013782508944630808,Temp_19 + Prochloraz_1,data/naemm_Clothianidin_2024_reference.xlsx
2,0.00010032291440131582,99.99996541822337,97.89863646359788,97.7131834150325,0.004322912003504627,0.013788516994166073,Temp_19 + Prochloraz_1,data/naemm_Clothianidin_2024_reference.xlsx
3,0.00010048476241819595,99.9999653576514,97.89863457452167,97.71307826549172,0.004325282163095435,0.013794527682010406,Temp_19 + Prochloraz_1,data/naemm_Clothianidin_2024_reference.xlsx
4,0.00010064687153973731,99.99996529697307,97.89863268282805,97.71297305470833,0.004327653635479103,0.013800541010198848,Temp_19 + Prochloraz_1,data/naemm_Clothianidin_2024_reference.xlsx
5,0.0001008092421871723,99.9999652361886,97.89863078851396,97.71286778335306,0.004330026405425296,0.013806556978194684,Temp_19 + Prochloraz_1,data/naemm_Clothianidin_2024_reference.xlsx
6,0.00010097187478241296,99.99996517529755,97.89862889157529,97.71276245092302,0.00433240048415674,0.013812575588623442,Temp_19 + Prochloraz_1,data/naemm_Clothianidin_2024_reference.xlsx
7,0.00010113476974805203,99.99996511429991,97.89862699200856,97.7126570577424,0.004334775864253833,0.013818596842230206,Temp_19 + Prochloraz_1,data/naemm_Clothianidin_2024_reference.xlsx
8,0.00010129792750736384,99.99996505319527,97.89862508981031,97.71255160331086,0.0043371525568810815,0.01382462073960867,Temp_19 + Prochloraz_1,data/naemm_Clothianidin_2024_reference.xlsx
9,0.00010146134848430598,99.99996499198383,97.89862318497656,97.71244608833571,0.0043395305459844906,0.013830647282920418,Temp_19 + Prochloraz_1,data/naemm_Clothianidin_2024_reference.xlsx
10,0.00010162503310351959,99.99996493066512,97.89862127750393,97.71234051226048,0.004341909843993317,0.01383667647262529,Temp_19 + Prochloraz_1,data/naemm_Clothianidin_2024_reference.xlsx
11,0.00010178898179033104,99.99996486923894,97.89861936738863,97.71223487502773,0.004344290452087987,0.013842708310199618,Temp_19 + Prochloraz_1,data/naemm_Clothianidin_2024_reference.xlsx
12,0.00010195319497075283,99.9999648077053,97.89861745462704,97.71212917692381,0.004346672363703395,0.013848742796726163,Temp_19 + Prochloraz_1,data/naemm_Clothianidin_2024_reference.xlsx
13,0.00010211767307148465,99.99996474606372,97.89861553921541,97.71202341745352,0.004349055589885404,0.013854779933717764,Temp_19 + Prochloraz_1,data/naemm_Clothianidin_2024_reference.xlsx
14,0.00010228241651991488,99.99996468431426,97.8986136211503,97.711917596942,0.004351440123193849,0.013860819721575856,Temp_19 + Prochloraz_1,data/naemm_Clothianidin_2024_reference.xlsx
15,0.00010244742574412109,99.99996462245643,97.89861170042778,97.71181171489654,0.004353825974617428,0.013866862162261517,Temp_19 + Prochloraz_1,data/naemm_Clothianidin_2024_reference.xlsx
16,0.00010261270117287153,99.99996456049047,97.89860977704414,97.71170577198434,0.004356213129009295,0.013872907257034528,Temp_19 + Prochloraz_1,data/naemm_Clothianidin_2024_reference.xlsx
17,0.00010277824323562618,99.99996449841593,97.89860785099616,97.71159976777079,0.004358601596048222,0.013878955005706182,Temp_19 + Prochloraz_1,data/naemm_Clothianidin_2024_reference.xlsx
18,0.0001029440523625379,99.99996443623282,97.89860592227946,97.71149370246721,0.004360991370859548,0.0138850054115196,Temp_19 + Prochloraz_1,data/naemm_Clothianidin_2024_reference.xlsx
19,0.00010311012898445332,99.99996437394067,97.89860399089078,97.71138757564157,0.0043633824630638675,0.01389105847432388,Temp_19 + Prochloraz_1,data/naemm_Clothianidin_2024_reference.xlsx
20,0.00010327647353291452,99.99996431153927,97.89860205682645,97.71128138720407,0.004365774874569659,0.013897114195216262,Temp_19 + Prochloraz_1,data/naemm_Clothianidin_2024_reference.xlsx
21,0.00010344308644015944,99.99996424902862,97.89860012008252,97.71117513744291,0.004368168598769631,0.01390317257609444,Temp_19 + Prochloraz_1,data/naemm_Clothianidin_2024_reference.xlsx
22,0.00010360996813912343,99.99996418640852,97.89859818065554,97.71106882626856,0.004370563637566721,0.013909233617411945,Temp_19 + Prochloraz_1,data/naemm_Clothianidin_2024_reference.xlsx
23,0.00010377711906344029,99.99996412367894,97.89859623854159,97.71096245396858,0.004372959984368551,0.013915297320932433,Temp_19 + Prochloraz_1,data/naemm_Clothianidin_2024_reference.xlsx
24,0.00010394453964744329,99.99996406083923,97.89859429373696,97.71085601970196,0.004375357658006819,0.013921363687791897,Temp_19 + Prochloraz_1,data/naemm_Clothianidin_2024_reference.xlsx
25,0.0001041122303261667,99.99996399788961,97.898592346238,97.71074952413372,0.004377756643386163,0.013927432718941715,Temp_19 + Prochloraz_1,data/naemm_Clothianidin_2024_reference.xlsx
26,0.00010428019153534632,99.99996393482964,97.89859039604096,97.71064296681988,0.004380156950392741,0.013933504415656873,Temp_19 + Prochloraz_1,data/naemm_Clothianidin_2024_reference.xlsx
27,0.000104448423711421,99.99996387165908,97.89858844314196,97.7105363476373,0.004382558581685208,0.013939578779534405,Temp_19 + Prochloraz_1,data/naemm_Clothianidin_2024_reference.xlsx
28,0.00010461692729153367,99.99996380837818,97.89858648753753,97.71042966730555,0.004384961520940757,0.013945655810972681,Temp_19 + Prochloraz_1,data/naemm_Clothianidin_2024_reference.xlsx
