,Concentration,Survival_A,Survival_B,SAM,Stress_A,Stress_B,exp_name,path
0,0.0001,99.99990880349947,92.22426547253887,91.67617967366027,0.005857741575323767,0.01156526977521141,Temp_19 + Prochloraz_10,data/naemm_Clothianidin_2024_agricultural.xlsx
1,0.00010016132706854269,99.99990866211239,92.22426445467691,91.67590801592061,0.0058605868307275745,0.011570306425566675,Temp_19 + Prochloraz_10,data/naemm_Clothianidin_2024_agricultural.xlsx
2,0.00010032291440131582,99.99990852050607,92.22426343540442,91.67563622077427,0.00586343347359572,0.011575345283121704,Temp_19 + Prochloraz_10,data/naemm_Clothianidin_2024_agricultural.xlsx
3,0.00010048476241819595,99.99990837868027,92.22426241471938,91.67536428841777,0.005866281501794336,0.011580386349214423,Temp_19 + Prochloraz_10,data/naemm_Clothianidin_2024_agricultural.xlsx
4,0.00010064687153973731,99.99990823663461,92.2242613926201,91.67509221862242,0.005869130917643085,0.01158542962360305,Temp_19 + Prochloraz_10,data/naemm_Clothianidin_2024_agricultural.xlsx
5,0.0001008092421871723,99.99990809436873,92.22426036910437,91.674820011331,0.0058719817216656076,0.011590475108307761,Temp_19 + Prochloraz_10,data/naemm_Clothianidin_2024_agricultural.xlsx
6,0.00010097187478241296,99.99990795188232,92.22425934417039,91.67454766648717,0.005874833914375979,0.01159552280366859,Temp_19 + Prochloraz_10,data/naemm_Clothianidin_2024_agricultural.xlsx
7,0.00010113476974805203,99.9999078091749,92.2242583178161,91.67427518382368,0.0058776874984975665,0.01160057271117323,Temp_19 + Prochloraz_10,data/naemm_Clothianidin_2024_agricultural.xlsx
8,0.00010129792750736384,99.9999076662463,92.22425729003947,91.67400256354065,0.005880542471858583,0.011605624831791443,Temp_19 + Prochloraz_10,data/naemm_Clothianidin_2024_agricultural.xlsx
9,0.00010146134848430598,99.9999075230961,92.2242562608387,91.67372980543634,0.005883398836495921,0.01161067916612828,Temp_19 + Prochloraz_10,data/naemm_Clothianidin_2024_agricultural.xlsx
10,0.00010162503310351959,99.99990737972394,92.22425523021175,91.67345690941609,0.005886256593324587,0.011615735715078545,Temp_19 + Prochloraz_10,data/naemm_Clothianidin_2024_agricultural.xlsx
11,0.00010178898179033104,99.99990723612952,92.2242541981566,91.67318387547076,0.005889115742364565,0.011620794480176555,Temp_19 + Prochloraz_10,data/naemm_Clothianidin_2024_agricultural.xlsx
12,0.00010195319497075283,99.99990709231248,92.22425316467138,91.67291070354968,0.0058919762840698,0.011625855461588425,Temp_19 + Prochloraz_10,data/naemm_Clothianidin_2024_agricultural.xlsx
13,0.00010211767307148465,99.99990694827255,92.22425212975394,91.67263739364526,0.00589483821844399,0.011630918661373038,Temp_19 + Prochloraz_10,data/naemm_Clothianidin_2024_agricultural.xlsx
14,0.00010228241651991488,99.99990680400916,92.2242510934024,91.67236394528786,0.005897701550328715,0.01163598407982147,Temp_19 + Prochloraz_10,data/naemm_Clothianidin_2024_agricultural.xlsx
15,0.00010244742574412109,99.9999066595222,92.22425005561475,91.67209035889286,0.005900566275297386,0.011641051718064007,Temp_19 + Prochloraz_10,data/naemm_Clothianidin_2024_agricultural.xlsx
16,0.00010261270117287153,99.99990651481126,92.22424901638897,91.67181663422403,0.005903432395747742,0.011646121577217412,Temp_19 + Prochloraz_10,data/naemm_Clothianidin_2024_agricultural.xlsx
17,0.00010277824323562618,99.99990636987594,92.22424797572306,91.67154277115156,0.005906299912962278,0.011651193658384953,Temp_19 + Prochloraz_10,data/naemm_Clothianidin_2024_agricultural.xlsx
18,0.0001029440523625379,99.99990622471591,92.22424693361513,91.67126876958879,0.00590916882777204,0.01165626796190897,Temp_19 + Prochloraz_10,data/naemm_Clothianidin_2024_agricultural.xlsx
19,0.00010311012898445332,99.99990607933078,92.2242458900632,91.67099462940818,0.005912039141435299,0.011661344488868028,Temp_19 + Prochloraz_10,data/naemm_Clothianidin_2024_agricultural.xlsx
20,0.00010327647353291452,99.99990593372029,92.22424484506507,91.67072035065068,0.005914910853446861,0.011666423241073417,Temp_19 + Prochloraz_10,data/naemm_Clothianidin_2024_agricultural.xlsx
21,0.00010344308644015944,99.99990578788415,92.22424379861906,91.67044593346209,0.0059177839622032245,0.011671504218034486,Temp_19 + Prochloraz_10,data/naemm_Clothianidin_2024_agricultural.xlsx
22,0.00010360996813912343,99.99990564182173,92.22424275072281,91.67017137717484,0.0059206584746169695,0.011676587422331127,Temp_19 + Prochloraz_10,data/naemm_Clothianidin_2024_agricultural.xlsx
23,0.00010377711906344029,99.99990549553294,92.22424170137447,91.66989668222914,0.00592353438600228,0.011681672854292295,Temp_19 + Prochloraz_10,data/naemm_Clothianidin_2024_agricultural.xlsx
24,0.00010394453964744329,99.99990534901735,92.224240650572,91.66962184837712,0.005926411698876922,0.011686760514930122,Temp_19 + Prochloraz_10,data/naemm_Clothianidin_2024_agricultural.xlsx
25,0.0001041122303261667,99.99990520227465,92.22423959831343,91.6693468756014,0.005929290413346074,0.011691850405095103,Temp_19 + Prochloraz_10,data/naemm_Clothianidin_2024_agricultural.xlsx
26,0.00010428019153534632,99.99990505530447,92.22423854459652,91.66907176388531,0.005932170529507045,0.011696942526911107,Temp_19 + Prochloraz_10,data/naemm_Clothianidin_2024_agricultural.xlsx
27,0.000104448423711421,99.99990490810639,92.22423748941964,91.66879651294317,0.005935052050273169,0.011702036879322409,Temp_19 + Prochloraz_10,data/naemm_Clothianidin_2024_agricultural.xlsx
